review_rank_global,review_rank_project,review_bucket,review_reason,project_id,project_name,list_type,category,quadrant,quadrant_label,review_priority,scale_video_count_tier,scale_video_count_best,scale_best_hashtag,likely_reach_tier,raw_reach_tier,inclusive_reach_tier,reach_noise_risk,low_relevance_play_ratio_project,likely_play_ratio_project,video_id,web_url,author_unique_id,source_term,term_script,ceiling_class,quality_label_auto,quality_score_auto,quality_reasons_auto,matched_terms_auto,core_matched_terms_auto,negative_matched_terms_auto,stats_play_count,stats_digg_count,stats_comment_count,stats_share_count,stats_collect_count,hashtags,desc,manual_relevance,manual_noise_type,manual_language_reach,manual_audience_proxy,manual_notes
254,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,11,麦西热甫,USL,表演艺术/民俗,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,54,meshrep,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.638,0.3556,7393933844677790997,https://www.tiktok.com/@namewee/video/7393933844677790997,namewee,麦西热甫,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,928100,19400,939,2403,1666,黃秋生;anthonyperry;古惑仔;younganddangarous;揸fit;zafit;小明與小志;mengandchee;1997;香港回歸;hongkongreunification;香港加油,我告訴 #黃秋生 大飛哥，除了拍MV之外，現在的歌手無論如何都要拍一個TikTok版，才有人看。於是我們兩個變成TikToker了。 https://youtube.com/shorts/-L1vW3G7Qkg #黃秋生 #AnthonyPerry #古惑仔 #YoungAndDangarous #揸Fit #Zafit #小明與小志 #MengAndChee #1997 #香港回歸 #HongKongReunification #香港加油,,,,,
255,6,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,11,麦西热甫,USL,表演艺术/民俗,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,54,meshrep,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.638,0.3556,7377768102718737670,https://www.tiktok.com/@uyghurs_voice/video/7377768102718737670,uyghurs_voice,uyghur,latin,exhausted,needs_review,2,source_hit;project_term_hits:1;core_term_hits:1;empty_desc,uyghur,uyghur,,440600,68400,1732,5484,4520,,,,,,,
256,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,11,麦西热甫,USL,表演艺术/民俗,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,54,meshrep,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.638,0.3556,7618459287039479061,https://www.tiktok.com/@xastorevietnam/video/7618459287039479061,xastorevietnam,麦西热甫,cjk,ceiling_capped,low_relevance,0,,,,,49000000,3000000,24700,1100000,192600,xastorevietnam_tiemdienthoai;anhdadenbaniphone,Hachimi 🤪 #xastorevietnam_tiemdienthoai #anhdadenbaniphone,,,,,
257,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,11,麦西热甫,USL,表演艺术/民俗,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,54,meshrep,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.638,0.3556,7245102520836689194,https://www.tiktok.com/@alecanewman/video/7245102520836689194,alecanewman,mäshräp,latin,exhausted,low_relevance,0,,,,,36200000,3800000,19300,373400,560500,cattok,"Replying to @Jason Farrand Also learned from a Siamese cat in the 90s. 10% of the time, this works great. #cattok",,,,,
258,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,11,麦西热甫,USL,表演艺术/民俗,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,54,meshrep,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.638,0.3556,7602517143514516791,https://www.tiktok.com/@geluteer/video/7602517143514516791,geluteer,麦西热甫,cjk,ceiling_capped,low_relevance,1,cjk_desc,,,,36100000,5900000,33300,3200000,506000,cat;抽象;外星小绿;哈基米;cute,#cat #抽象 #外星小绿 #哈基米 #cute,,,,,
259,1,likely_evidence,验证低存量高触达是否为真相关破圈视频,12,中国水密隔舱福船制造技艺,USL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,343,junkboat,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.591,0.3996,7555028481403309325,https://www.tiktok.com/@junkyyj/video/7555028481403309325,junkyyj,junk,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,junk,junk,,48200000,2300000,7342,88200,149900,junkjournal;junkjournaling;asmr;scrapbooking;scrapbook,asmr junk journal with me! late night Taco Bell 🤝 me most GORGEOUS GREEN RING from @Abby.rose.designs check her out y’all her jewelry is insane and so well made #junkjournal #junkjournaling #asmr #scrapbooking #scrapbook,,,,,
260,2,likely_evidence,验证低存量高触达是否为真相关破圈视频,12,中国水密隔舱福船制造技艺,USL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,343,junkboat,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.591,0.3996,7618084140725849374,https://www.tiktok.com/@junkyyj/video/7618084140725849374,junkyyj,junk,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,junk,junk,,26100000,1900000,4578,32300,90200,junkjournal;junkjournaling;asmr;scrapbook;scrapbooking,asmr junk journal with me! the last page in the journal🥲I’m starting another one yall don’t worry #junkjournal #junkjournaling #asmr #scrapbook #scrapbooking,,,,,
261,3,likely_evidence,验证低存量高触达是否为真相关破圈视频,12,中国水密隔舱福船制造技艺,USL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,343,junkboat,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.591,0.3996,7538672680468270391,https://www.tiktok.com/@junkyyj/video/7538672680468270391,junkyyj,junk,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,junk,junk,,23500000,1700000,2369,26500,86100,junkjournal;junkjournaling;asmr;scrapbooking;scrapbook,asmr junk journal with me! Slightly a fail hahaha #junkjournal #junkjournaling #asmr #scrapbooking #scrapbook,,,,,
262,4,likely_evidence,验证低存量高触达是否为真相关破圈视频,12,中国水密隔舱福船制造技艺,USL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,343,junkboat,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.591,0.3996,7610309549228068126,https://www.tiktok.com/@junkyyj/video/7610309549228068126,junkyyj,junk,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,junk,junk,,21100000,637500,2719,13400,43700,junkjournal;junkjournaling;asmr;scrapbook;scrapbooking,asmr junk journal with me! not as sticky as the original but we’ll get back there soon #junkjournal #junkjournaling #asmr #scrapbook #scrapbooking,,,,,
263,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,12,中国水密隔舱福船制造技艺,USL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,343,junkboat,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.591,0.3996,7132859667633442054,https://www.tiktok.com/@junkiebffs/video/7132859667633442054,junkiebffs,watertight,latin,ceiling_capped,needs_review,2,project_term_hits:1;core_term_hits:1,junk,junk,,4200000,183000,233,183,15700,fyp;foryoupage;greys;greysabc;greysanatomy;ameliashepherd,new obsession unlocked: this sound #fyp #foryoupage #greys #greysabc #greysanatomy #ameliashepherd,,,,,
264,6,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,12,中国水密隔舱福船制造技艺,USL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,343,junkboat,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.591,0.3996,7630717425851305224,https://www.tiktok.com/@usersq30uhvr2n/video/7630717425851305224,usersq30uhvr2n,水密隔舱,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,709800,28500,1307,1648,1458,中国;館長;賴清德;青鳥;熱門,#中国 #館長 #賴清德#青鳥#熱門,,,,,
265,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,12,中国水密隔舱福船制造技艺,USL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,343,junkboat,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.591,0.3996,7620981615036255509,https://www.tiktok.com/@jungkook/video/7620981615036255509,jungkook,junk,latin,ceiling_capped,low_relevance,0,,,,,88500000,14400000,322400,825800,923100,bts;jungkook;jk;v;swim,#BTS #JungKook #JK #V #SWIM @Kimtaehyung,,,,,
266,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,12,中国水密隔舱福船制造技艺,USL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,343,junkboat,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.591,0.3996,7621738760065060117,https://www.tiktok.com/@jungkook/video/7621738760065060117,jungkook,junk,latin,ceiling_capped,low_relevance,0,,,,,82900000,14900000,272400,562400,975700,bts;jungkook;jk,#BTS #JungKook #JK dc: @Sam,,,,,
267,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,12,中国水密隔舱福船制造技艺,USL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,343,junkboat,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,high,0.591,0.3996,7631324009992326420,https://www.tiktok.com/@jungkook/video/7631324009992326420,jungkook,junk,latin,ceiling_capped,low_relevance,0,,,,,71000000,13000000,298500,1200000,1200000,bts;jungkook;hooligan,해보고 싶었다...🏍️ #BTS #JungKook #Hooligan,,,,,
268,1,likely_evidence,验证低存量高触达是否为真相关破圈视频,14,京剧,RL,表演艺术(戏曲),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7633,pekingopera,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,medium,0.3287,0.5761,7205388003118697770,https://www.tiktok.com/@musicwang136/video/7205388003118697770,musicwang136,京剧,cjk,exhausted,likely_relevant,6,source_hit;project_term_hits:1;core_term_hits:1;china_context;cjk_desc,京剧,京剧,,57700000,5700000,85700,603900,861400,chinese;京剧;foryou,#chinese #京剧 #foryou,,,,,
269,2,likely_evidence,验证低存量高触达是否为真相关破圈视频,14,京剧,RL,表演艺术(戏曲),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7633,pekingopera,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,medium,0.3287,0.5761,7159021562836913454,https://www.tiktok.com/@maisieding6688/video/7159021562836913454,maisieding6688,pekingopera,latin,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,pekingopera,pekingopera,,27700000,1600000,14100,13600,68100,fy;fyp;foryou;foryoupage;opera;pekingopera;china;chineseculture,Emergency change makeup #fy #fyp #foryou #foryoupage #opera #pekingopera #china #chineseculture,,,,,
270,3,likely_evidence,验证低存量高触达是否为真相关破圈视频,14,京剧,RL,表演艺术(戏曲),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7633,pekingopera,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,medium,0.3287,0.5761,7495059041585089835,https://www.tiktok.com/@selfwho0/video/7495059041585089835,selfwho0,pekingopera,latin,ceiling_capped,likely_relevant,7,source_hit;project_term_hits:2;core_term_hits:2;china_context,chineseopera;pekingopera,chineseopera;pekingopera,,18900000,1700000,20600,137100,111900,theauspiciousmirror;hushi;chineseopera;pekingopera;emotionalbreakdown;traditionaltheater;classicopera;culturalheritage;tragicperformance;stagedrama;operaemotion,Madness or heartbreak? Hu Shi’s breakdown in The Auspicious Mirror of the Universe. 🎭💔 #TheAuspiciousMirror #HuShi #ChineseOpera #PekingOpera #EmotionalBreakdown #TraditionalTheater #ClassicOpera #CulturalHeritage #TragicPerformance #StageDrama #OperaEmotion,,,,,
271,4,likely_evidence,验证低存量高触达是否为真相关破圈视频,14,京剧,RL,表演艺术(戏曲),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7633,pekingopera,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,medium,0.3287,0.5761,6994670190596295937,https://www.tiktok.com/@sendeculture/video/6994670190596295937,sendeculture,beijingopera,latin,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;china_context,beijingopera,beijingopera,,17700000,406400,894,1197,2085,culture;opera;chinesetradition;mulan;foryou,Do you know how Beijing Opera was developed? Let's learn more about the culture behind Beijing Opera!#culture #opera #chinesetradition #mulan #foryou,,,,,
272,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,14,京剧,RL,表演艺术(戏曲),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7633,pekingopera,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,medium,0.3287,0.5761,7635223005253143828,https://www.tiktok.com/@globalfrontlineofficial/video/7635223005253143828,globalfrontlineofficial,chineseopera,latin,ceiling_capped,needs_review,3,source_hit;project_term_hits:1;core_term_hits:1;china_context;generic_source_only,chineseopera,chineseopera,,7400000,108000,161,3066,2807,,"🎭 Seni yang terlihat seperti sulap… tapi ini nyata. Sebuah video memperlihatkan teknik face-changing dalam pertunjukan opera tradisional yang membuat penonton terpukau. Teknik ini dikenal sebagai Bian Lian, bagian dari opera Sichuan di China, di mana para per…",,,,,
273,6,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,14,京剧,RL,表演艺术(戏曲),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7633,pekingopera,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,medium,0.3287,0.5761,7627515281144925471,https://www.tiktok.com/@liqinhdzuxk/video/7627515281144925471,liqinhdzuxk,beijingopera,latin,ceiling_capped,needs_review,3,project_term_hits:1;core_term_hits:1;china_context,chineseopera,chineseopera,,6700000,530000,15900,279000,37700,chineseopera;lifelslikeashow;emotional;nostalgia;fyp,"On stage, they sing of joys and sorrows; off stage, we live our own life stories. These elders cried not for the opera, but for their own fleeting years. #ChineseOpera #LifelsLikeAShow #Emotional #Nostalgia #fyp",,,,,
274,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,14,京剧,RL,表演艺术(戏曲),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7633,pekingopera,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,medium,0.3287,0.5761,7644751621070540039,https://www.tiktok.com/@daniel.enrique.tello/video/7644751621070540039,daniel.enrique.tello,pekingopera,latin,ceiling_capped,low_relevance,1,china_context,,,,36500000,1200000,22800,139800,83700,crobasias;chinas;operadepekin;muralla;talento,#crobasias #chinas #operadepekin #muralla #talento,,,,,
275,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,14,京剧,RL,表演艺术(戏曲),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7633,pekingopera,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,medium,0.3287,0.5761,7637255776473517319,https://www.tiktok.com/@brian.liu1/video/7637255776473517319,brian.liu1,京剧,cjk,exhausted,low_relevance,1,cjk_desc,,,,24500000,418400,901,16600,10600,網絡搬運,看看【蒲公英的作品】真正的绝活# 戏曲舞台技术技巧 # 台上一分鐘台下#網絡搬運,,,,,
276,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,14,京剧,RL,表演艺术(戏曲),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7633,pekingopera,top_20pct_reach,high_20_40pct_reach,top_20pct_reach,medium,0.3287,0.5761,7633468043795959061,https://www.tiktok.com/@nostalgicobrilhante/video/7633468043795959061,nostalgicobrilhante,京剧,cjk,exhausted,low_relevance,1,cjk_desc,,,,22400000,2300000,65700,679400,271300,culturachinesa;midushange;vocalensemble;viralvideo;voices,4 Vozes - Midu Shange (弥渡山歌) 🗣️🗣️🗣️🗣️ #CulturaChinesa #MiduShange #vocalensemble #ViralVideo #voices,,,,,
277,1,likely_evidence,验证低存量高触达是否为真相关破圈视频,15,中医针灸,RL,传统医药,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7351,针灸,top_20pct_reach,top_20pct_reach,high_20_40pct_reach,medium,0.4847,0.4629,7311475414835170592,https://www.tiktok.com/@ritakharita/video/7311475414835170592,ritakharita,acupuncture,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,acupuncture,acupuncture,,34700000,2700000,3337,4740,142500,nailboardpractice;sadhuboard;fyp,"The World Health Organisation officially approved acupuncture and now recommends it for over 100 conditions including depression, anxiety and apathy. It was tough at the beginning, but you get used to it and it feels really great! #nailboardpractice #sadhuboa…",,,,,
278,2,likely_evidence,验证低存量高触达是否为真相关破圈视频,15,中医针灸,RL,传统医药,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7351,针灸,top_20pct_reach,top_20pct_reach,high_20_40pct_reach,medium,0.4847,0.4629,7361409361027058945,https://www.tiktok.com/@4iped/video/7361409361027058945,4iped,acupuncture,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,acupuncture,acupuncture,,24700000,3900000,4508,69700,379800,suits;suitsnetflix;suitsedit;harveyspecter;harveyspecteredit;foryou;fyp;viral,“Have you tried acupuncture?” || #suits #suitsnetflix #suitsedit #harveyspecter #harveyspecteredit #foryou #fyp #viral (ORIGINAL CONTENT),,,,,
279,3,likely_evidence,验证低存量高触达是否为真相关破圈视频,15,中医针灸,RL,传统医药,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7351,针灸,top_20pct_reach,top_20pct_reach,high_20_40pct_reach,medium,0.4847,0.4629,7113681576579452203,https://www.tiktok.com/@anew.acu/video/7113681576579452203,anew.acu,acupuncture,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,acupuncture,acupuncture,,24600000,2000000,10800,87600,304500,greenscreen;PepsiHalftimeChallenge;StressRelief;cervicalpain;treatyourself;LearnOnTikTok;neckpain;neckcrack;muscletension;painrelief;wellnesstips;SelfCare;sundayvibes;fyp;TikTokTaughtMe;tiktokpartner,Do you constantly crack or adjust your own neck? Pin a point and twirl your head instead! Try this gentle approach to get neck tension relief. #greenscreen #pepsihalftimechallenge #stressrelief #cervicalpain #treatyourself #learnontiktok #neckpain #neckcrack …,,,,,
280,4,likely_evidence,验证低存量高触达是否为真相关破圈视频,15,中医针灸,RL,传统医药,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7351,针灸,top_20pct_reach,top_20pct_reach,high_20_40pct_reach,medium,0.4847,0.4629,7416634811328007456,https://www.tiktok.com/@geotherapy/video/7416634811328007456,geotherapy,acupuncture,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,acupuncture,acupuncture,,15800000,309500,1504,33400,16400,massage;physio;dryneedling;acupuncture;traps,His knots were so big i has to needle them out! #massage #physio #dryneedling #acupuncture #traps,,,,,
281,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,15,中医针灸,RL,传统医药,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7351,针灸,top_20pct_reach,top_20pct_reach,high_20_40pct_reach,medium,0.4847,0.4629,7435545793227918610,https://www.tiktok.com/@alphabody.au/video/7435545793227918610,alphabody.au,针灸,cjk,exhausted,needs_review,2,project_term_hits:1;core_term_hits:1,acupuncture,acupuncture,,15300000,233700,2648,11300,17400,dryneedling;asmr;foryou;fyp;tiktok;acupuncture;massage,Chronic Headache Relief #dryneedling #asmr #foryou #fyp #tiktok #acupuncture #massage,,,,,
282,6,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,15,中医针灸,RL,传统医药,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7351,针灸,top_20pct_reach,top_20pct_reach,high_20_40pct_reach,medium,0.4847,0.4629,7635089409666256146,https://www.tiktok.com/@kungfuteam/video/7635089409666256146,kungfuteam,针灸,cjk,exhausted,needs_review,2,china_context;cjk_desc,,,,10800000,107900,9681,317900,15300,西安绝活大队;高手在民间;原创;洗水工洗髓功,陕西牛人，力挺千金！用中国非遗强身功，练筋、练骨、练气、练胆。这是男人的底层力量。这是东方的硬核。这是——年龄压不垮的身体。#西安绝活大队#高手在民间#原创#洗水工洗髓功,,,,,
283,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,15,中医针灸,RL,传统医药,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7351,针灸,top_20pct_reach,top_20pct_reach,high_20_40pct_reach,medium,0.4847,0.4629,7520493733565992206,https://www.tiktok.com/@thecupdoc/video/7520493733565992206,thecupdoc,针灸,cjk,exhausted,low_relevance,0,,,,,145100000,3900000,77600,2000000,534300,cupping;cuppingtherapy;hijama;thecupdoc;muslimtiktok;arab,Wet cupping promotes tissue recovery by decompressing tight areas and drawing out trapped waste from under the skin. Studies have shown that cupping: • Improves microcirculation and local blood flow • Reduces inflammation by lowering markers like CRP and IL-6…,,,,,
284,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,15,中医针灸,RL,传统医药,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7351,针灸,top_20pct_reach,top_20pct_reach,high_20_40pct_reach,medium,0.4847,0.4629,7480357482418687254,https://www.tiktok.com/@helpfulthought/video/7480357482418687254,helpfulthought,acupuncture,latin,ceiling_capped,low_relevance,-2,empty_desc,,,,31000000,5400000,14200,1800000,284700,,,,,,,
285,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,15,中医针灸,RL,传统医药,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,7351,针灸,top_20pct_reach,top_20pct_reach,high_20_40pct_reach,medium,0.4847,0.4629,7645338547234295070,https://www.tiktok.com/@drdavidabbasi/video/7645338547234295070,drdavidabbasi,针灸,cjk,exhausted,low_relevance,0,,,,,21600000,799000,2497,41100,70900,,"That satisfying release when someone finally works out a knot… 😮‍💨🙌 But what's actually happening inside your muscle when that happens? A muscle ""knot"" — technically called a myofascial trigger point — is a tight, contracted band of muscle fibers that won't r…",,,,,
286,1,likely_evidence,验证低存量高触达是否为真相关破圈视频,24,宣纸传统制作技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,128,xuanpaper,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3256,0.2663,7416496883885018398,https://www.tiktok.com/@davdlifts/video/7416496883885018398,davdlifts,ricepaper,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,ricepaper,ricepaper,,28200000,1300000,10500,27500,108800,jenniferngo;davidngo;mukbang;buldakramen;ricecakes;buldak,How to make giant cheesy ricecakes with ricepaper #jenniferngo #davidngo #mukbang #buldakramen #ricecakes #buldak,,,,,
287,2,likely_evidence,验证低存量高触达是否为真相关破圈视频,24,宣纸传统制作技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,128,xuanpaper,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3256,0.2663,7182507824432401669,https://www.tiktok.com/@carla.x33/video/7182507824432401669,carla.x33,ricepaper,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,ricepaper,ricepaper,,19800000,2000000,3965,78100,329100,food;buldak;buldakramen;spicynoodles;samyang;ricepaper;spicynoodlespringroll,Yes you can eat rice paper #food #buldak #buldakramen #spicynoodles #samyang #ricepaper #spicynoodlespringroll,,,,,
288,3,likely_evidence,验证低存量高触达是否为真相关破圈视频,24,宣纸传统制作技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,128,xuanpaper,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3256,0.2663,7391138461627026718,https://www.tiktok.com/@iankyo/video/7391138461627026718,iankyo,ricepaper,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,ricepaper,ricepaper,,15100000,1100000,3508,61900,227000,cooking;Recipe;QuickRecipes;EasyRecipe;springroll,Can something be ugly and delicous??? Ingredients: - Shrimp (6) - Vermicelli Noodles (1 bundle) - Carrot (1) - Cucumber (2 small) - Lettuce (3 leafs) - Rice Paper Wrapper (4) - Cilantro (½ bush) - - Peanut Butter (¼ cup) - Hoisin Sauce (1 tbsp) - Soy Sauce (2…,,,,,
289,4,likely_evidence,验证低存量高触达是否为真相关破圈视频,24,宣纸传统制作技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,128,xuanpaper,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3256,0.2663,7228046071807642926,https://www.tiktok.com/@jeanelleats/video/7228046071807642926,jeanelleats,ricepaper,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,ricepaper,ricepaper,,14900000,547700,2076,2461,63500,,Who’s tried White Rabbit candy before? This paper might seem familiar 😏 #whiterabbitcandy #ricepaper #glutinousrice #riceflour #asianfood #matcharecipes #matcharecipe #condensedmilk #filipinofood,,,,,
290,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,24,宣纸传统制作技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,128,xuanpaper,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3256,0.2663,7130057943722003758,https://www.tiktok.com/@meet_east/video/7130057943722003758,meet_east,papermaking,latin,ceiling_capped,needs_review,2,source_hit;project_term_hits:1;core_term_hits:1;generic_source_only,papermaking,papermaking,,53000000,4500000,24600,52200,261800,handwork,Ancient papermaking #handwork,,,,,
291,6,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,24,宣纸传统制作技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,128,xuanpaper,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3256,0.2663,7402495869968338218,https://www.tiktok.com/@themakingof3/video/7402495869968338218,themakingof3,papermaking,latin,ceiling_capped,needs_review,2,source_hit;project_term_hits:1;core_term_hits:1;generic_source_only,papermaking,papermaking,,31900000,363200,3470,7831,27100,pure;silver;paper;making;factory;process,#Pure #Silver #paper #Making #Factory #Process,,,,,
